"Price","Entire_Place","Bedrooms","Beds","Bathrooms","Amenities","Accommodates","Cleanliness_Rating","Host_Communication_Rating","Superhost"
79,"Shared",1,4,1,30,2,4.67,4.92,"t"
199,"Entire",1,1,1,25,2,5,5,"f"
209,"Entire",1,1,1,27,3,4.94,4.98,"t"
229,"Shared",1,1,2,30,2,4.82,4.98,"f"
98,"Entire",1,2,1,28,3,4.55,4.68,"f"
160,"Entire",3,2,1.5,13,4,5,5,"f"
76,"Shared",1,0,1.5,17,1,4.95,4.94,"f"
69,"Shared",1,1,1,29,1,4.95,4.97,"t"
118,"Entire",1,1,1,26,2,4.85,4.87,"f"
120,"Entire",1,1,1,43,2,4.97,4.95,"t"
145,"Entire",1,3,1,41,3,4.81,4.71,"f"
85,"Entire",1,2,1,34,4,5,4.98,"f"
175,"Entire",2,1,1,14,4,5,5,"f"
131,"Entire",1,1,1,31,2,4.83,4.97,"t"
110,"Entire",2,2,1,13,4,5,5,"f"
140,"Entire",1,1,1,22,2,3.67,5,"f"
150,"Entire",1,1,1,19,1,4.81,4.85,"f"
70,"Shared",1,1,1,6,2,4.4,4.94,"f"
150,"Entire",1,1,1,27,2,4.75,5,"f"
257,"Entire",1,1,1,21,2,4.83,4.83,"f"
200,"Entire",2,3,1,32,6,4.31,4.9,"f"
70,"Entire",1,1,1,9,2,3.5,3.5,"f"
600,"Entire",4,5,4,13,6,5,5,"f"
265,"Entire",2,1,1,17,2,4.67,5,"f"
120,"Entire",2,3,2,35,3,5,5,"f"
382,"Entire",1,1,1,42,2,4.94,5,"t"
200,"Entire",1,1,1,58,1,5,5,"f"
135,"Entire",1,1,1,29,2,4.79,4.97,"f"
329,"Entire",2,2,1,69,2,4.75,4.98,"t"
95,"Entire",1,1,1,55,1,4.94,5,"t"
300,"Entire",2,2,1,39,4,4.61,4.97,"f"
300,"Entire",2,2,2,42,5,5,5,"f"
39,"Shared",1,1,1,17,1,4.66,4.94,"f"
307,"Entire",3,3,2,26,5,4.92,5,"t"
82,"Entire",2,3,1,18,6,4.25,4.75,"f"
219,"Entire",1,1,1.5,53,2,4.83,4.86,"t"
54,"Shared",1,1,1,16,1,3.94,4.83,"f"
100,"Entire",2,2,1,15,4,4.5,4.5,"f"
99,"Entire",3,3,2,5,6,4.5,5,"f"
149,"Entire",2,2,1,55,4,4.67,4.96,"f"
153,"Entire",1,1,1,25,2,4.89,4.92,"t"
99,"Entire",1,1,1,30,4,4.52,4.93,"f"
150,"Entire",3,3,2,42,3,5,5,"f"
70,"Shared",1,1,1.5,34,2,4.93,4.97,"f"
118,"Shared",1,2,1,55,4,4.95,4.97,"t"
135,"Entire",2,4,1,46,5,4.95,4.99,"t"
185,"Entire",2,2,1,36,4,4.98,4.98,"t"
134,"Shared",1,1,1,46,4,4.85,4.95,"t"
68,"Shared",1,3,1,19,2,4,4.91,"f"
133,"Entire",2,2,1,33,4,4.78,4.94,"t"
65,"Entire",3,3,1,23,4,4.77,4.89,"f"
220,"Entire",2,4,1.5,56,4,4.64,4.96,"f"
136,"Shared",1,1,1,40,4,4.95,4.97,"t"
150,"Entire",3,3,1.5,41,6,4.6,4.89,"t"
293,"Entire",2,1,1,34,2,4.71,4.97,"f"
169,"Entire",3,3,1,67,5,4.74,4.89,"t"
140,"Entire",1,2,1,14,2,5,5,"f"
50,"Shared",1,1,1.5,30,2,4.81,4.97,"t"
325,"Entire",4,4,2,69,9,4.38,4.92,"t"
43,"Shared",1,1,1,16,2,5,5,"f"
160,"Entire",3,4,2,66,6,5,5,"t"
195,"Entire",3,4,2,12,6,5,5,"f"
112,"Shared",1,1,1,33,1,4.99,5,"t"
40,"Shared",1,1,1,46,2,4.57,4.95,"t"
152,"Shared",1,1,1,66,2,4.92,5,"t"
165,"Entire",1,2,1,57,2,4.96,4.98,"t"
161,"Entire",1,1,1,37,4,4.98,4.99,"t"
150,"Entire",3,3,2,43,4,4.8,5,"f"
38,"Shared",1,1,1,8,1,4.29,4.67,"f"
130,"Entire",1,1,1.5,27,2,5,5,"f"
139,"Shared",1,1,1,35,1,4.52,4.87,"t"
40,"Shared",1,1,1,47,2,4.66,4.97,"t"
149,"Shared",1,1,1,9,2,4.76,4.92,"f"
119,"Shared",1,1,1,9,2,4.85,4.97,"f"
135,"Shared",1,1,1,45,1,4.84,4.99,"t"
135,"Entire",1,1,1,29,2,4.67,5,"f"
119,"Shared",1,1,1,15,2,4.8,4.95,"f"
207,"Entire",2,2,1.5,38,4,4.85,4.99,"t"
119,"Entire",1,1,1,11,2,4.29,4.86,"f"
57,"Shared",1,1,1,28,1,4.95,4.96,"t"
89,"Entire",1,1,1,50,2,4.53,4.87,"t"
40,"Entire",1,1,1.5,11,2,5,5,"f"
80,"Shared",1,1,1.5,40,2,4.98,4.98,"f"
140,"Entire",1,1,1,18,2,4.7,4.93,"f"
125,"Entire",1,2,1,35,3,4.89,4.89,"f"
275,"Entire",1,2,1,37,3,4.92,4.33,"f"
100,"Entire",1,1,1,13,2,4.88,5,"f"
250,"Entire",1,1,1,50,3,4.98,4.99,"t"
94,"Entire",1,2,1,9,3,4,5,"f"
184,"Entire",1,1,1,31,2,4.74,4.97,"t"
830,"Entire",5,6,4.5,74,8,4.85,5,"f"
295,"Entire",3,3,2,48,6,5,5,"f"
195,"Entire",2,2,1.5,32,4,4.87,4.91,"f"
86,"Entire",1,1,1.5,53,2,4.56,4.82,"f"
300,"Entire",2,2,1,48,3,4.11,4.78,"t"
843,"Entire",4,6,3,45,10,4.93,4.98,"t"
378,"Entire",2,2,2,30,4,4.85,4.97,"t"
95,"Entire",1,2,1,18,4,4,5,"f"
143,"Entire",1,1,1,24,2,4.9,4.93,"f"
30,"Entire",1,1,1,16,1,1,5,"f"
101,"Entire",2,2,1,32,2,4.7,4.95,"f"
160,"Entire",2,2,2,18,3,5,5,"f"
175,"Entire",2,3,1,25,6,4.43,4.71,"f"
127,"Entire",2,3,2,21,6,5,5,"f"
175,"Shared",1,1,1,11,2,4.67,5,"f"
200,"Shared",1,1,1,46,2,5,4.99,"t"
80,"Shared",1,1,1,15,2,4.88,4.94,"f"
130,"Entire",1,1,1,51,2,4.94,5,"f"
180,"Entire",3,5,2,59,8,5,5,"f"
100,"Shared",1,1,1,25,1,4.96,4.96,"t"
200,"Entire",3,3,1,13,5,4.8,5,"f"
500,"Entire",4,4,3,29,8,4.89,5,"f"
111,"Shared",1,1,1,27,2,5,4.98,"f"
125,"Entire",2,2,1,33,5,4.83,4.93,"f"
160,"Entire",1,1,1,15,2,5,5,"f"
171,"Shared",1,2,1,39,4,4.88,4.95,"t"
649,"Entire",8,8,4,23,16,4.43,4.93,"f"
90,"Shared",1,1,1.5,24,2,4.94,4.96,"f"
180,"Shared",1,1,1,45,2,4.96,4.99,"t"
140,"Entire",1,1,1,44,2,4.92,5,"f"
115,"Entire",1,2,1,40,2,4.68,4.84,"f"
50,"Entire",1,1,1,12,2,4,5,"f"
266,"Entire",3,3,1,29,6,4.29,4.75,"f"
149,"Entire",1,2,1,15,4,4.75,4.93,"f"
123,"Entire",1,1,1,31,3,4.89,4.93,"t"
99,"Shared",1,1,1,12,1,5,5,"f"
77,"Entire",1,2,1,6,3,5,5,"f"
296,"Entire",1,2,1,54,4,4.76,4.88,"f"
42,"Shared",1,1,1,5,1,3.5,5,"f"
130,"Shared",1,0,1,55,2,4.97,4.97,"t"
400,"Entire",2,2,1.5,16,4,5,5,"f"
124,"Entire",1,1,1,11,2,4.5,5,"f"
73,"Shared",1,1,1,26,1,4.81,4.89,"t"
65,"Shared",1,1,1,20,2,4.85,4.93,"f"
90,"Entire",1,1,1,5,2,4.33,4.62,"f"
105,"Entire",1,1,1,25,2,4.79,4.96,"f"
91,"Shared",1,1,1,23,2,4.91,4.93,"t"
245,"Entire",3,4,1.5,78,8,4.68,4.66,"t"
150,"Entire",1,1,1,53,2,4.99,4.99,"f"
150,"Entire",1,2,1,32,2,4.75,4.95,"t"
120,"Entire",1,2,1,31,2,4.69,4.78,"t"
600,"Entire",4,4,5,16,8,5,5,"f"
200,"Entire",2,3,1,45,4,5,4.85,"f"
170,"Shared",1,1,1,30,2,4.95,4.94,"t"
79,"Entire",2,2,1,15,4,5,5,"f"
150,"Entire",1,1,1,24,2,4.77,4.85,"f"
45,"Shared",1,1,1,6,2,4.92,4.83,"f"
128,"Shared",1,1,1,26,4,4.87,4.92,"t"
119,"Entire",1,2,1,34,4,4.93,4.98,"t"
248,"Entire",2,5,1,70,6,4.96,4.94,"t"
350,"Entire",4,4,4,18,6,4.89,5,"f"
300,"Entire",5,4,2,10,7,5,5,"f"
132,"Shared",1,1,1.5,60,2,4.81,4.86,"t"
40,"Shared",1,1,1,16,2,4.83,4.91,"f"
335,"Entire",2,3,1,67,4,4.98,4.96,"t"
35,"Shared",1,1,1,20,1,4.74,4.79,"f"
330,"Entire",1,2,1,59,4,4.56,4.82,"t"
100,"Entire",1,3,1,13,3,4.81,4.99,"f"
110,"Entire",1,1,1,31,2,4.8,4.67,"f"
65,"Entire",1,1,1,12,1,4.74,4.9,"t"
74,"Shared",1,1,1,23,2,4.94,5,"f"
250,"Entire",2,3,2,10,6,5,5,"f"
140,"Entire",3,3,1,25,6,4.75,4.99,"f"
150,"Entire",3,3,2,36,4,4.75,5,"f"
75,"Entire",1,1,1,36,2,5,5,"f"
250,"Entire",2,3,2.5,45,5,4.91,4.82,"f"
131,"Entire",2,2,1,55,2,4.7,4.93,"f"
115,"Entire",1,2,1,51,2,4.95,4.95,"t"
98,"Entire",1,1,2,16,2,4.5,5,"f"
319,"Entire",1,1,1,63,5,4.7,4.96,"t"
42,"Shared",1,2,1,41,2,4.42,4.88,"f"
250,"Entire",6,6,4.5,18,8,4.6,4.8,"f"
175,"Entire",1,1,1,20,2,4.92,4.98,"t"
42,"Shared",1,1,1,39,1,4.5,5,"f"
80,"Shared",1,1,1,10,2,4.5,5,"f"
98,"Entire",1,2,1,20,2,4.88,4.94,"f"
90,"Entire",1,2,1,38,3,4.92,4.89,"t"
100,"Entire",1,1,1,16,2,4.58,4.88,"f"
114,"Entire",3,3,2,13,6,4.56,5,"f"
40,"Shared",1,3,1,37,3,4.5,4.69,"f"
150,"Entire",1,1,1,9,2,5,5,"f"
55,"Shared",1,1,1,47,1,4.9,4.92,"t"
400,"Entire",3,5,2,35,6,4.92,4.92,"t"
475,"Entire",4,5,1.5,42,7,4.78,4.96,"f"
249,"Entire",3,4,2,43,5,4.94,5,"f"
49,"Shared",1,1,1,11,2,4,5,"f"
172,"Entire",1,1,1,58,2,4.83,4.93,"f"
145,"Entire",1,2,1,12,4,5,5,"f"
70,"Shared",1,1,1,19,2,4.69,4.93,"f"
80,"Entire",1,1,1,12,2,5,5,"f"
319,"Entire",1,1,1,40,4,4.98,4.96,"f"
60,"Shared",1,1,1,40,1,4.73,4.73,"f"
100,"Entire",3,4,1,10,5,5,5,"f"
99,"Entire",1,1,1,9,2,5,5,"f"
117,"Entire",2,1,1,13,5,3.73,4.36,"f"
149,"Entire",1,1,1,32,2,4.95,5,"f"
99,"Entire",1,1,1,26,1,4,2,"f"
105,"Entire",1,1,1,9,3,4,4.88,"f"
179,"Entire",1,2,2,19,4,4.77,4.87,"f"
150,"Entire",2,2,1,12,5,5,5,"f"
173,"Shared",1,1,1,22,2,4.85,5,"t"
33,"Shared",1,1,1,12,1,4,5,"f"
123,"Entire",1,1,1,12,2,4.75,5,"f"
80,"Entire",1,2,1,41,2,4.88,4.95,"f"
90,"Entire",2,3,1,13,4,5,5,"f"
100,"Entire",1,1,1,24,2,4.96,4.97,"t"
42,"Shared",1,1,1,39,2,4.5,4.86,"f"
75,"Shared",1,1,1.5,25,2,5,5,"f"
85,"Entire",1,1,1,26,2,4.51,5,"f"
220,"Entire",1,1,1,21,3,4.32,4.9,"f"
85,"Entire",1,1,1,15,2,5,5,"f"
149,"Entire",1,1,1,20,2,3.82,4.76,"f"
970,"Entire",5,5,4.5,70,8,4.92,4.92,"f"
121,"Entire",1,1,1,23,2,4.61,4.94,"f"
237,"Entire",3,3,3,31,8,4.95,4.97,"t"
71,"Shared",1,1,1,21,1,4.4,4.76,"f"
204,"Entire",4,4,1,17,10,4.77,4.81,"f"
366,"Entire",2,2,2,41,4,4.86,4.97,"f"
90,"Entire",1,1,1,13,2,5,5,"f"
118,"Entire",1,2,1,42,3,4.75,4.9,"t"
70,"Shared",1,1,1,9,2,5,5,"f"
250,"Entire",1,1,2,21,4,5,5,"f"
80,"Entire",1,1,1,37,2,4.57,5,"f"
135,"Entire",2,2,1,37,4,4.95,5,"f"
500,"Shared",1,2,1.5,9,2,5,5,"f"
40,"Shared",1,1,1,29,2,4.8,4.88,"f"
104,"Shared",1,1,1,45,2,4.83,5,"f"
101,"Entire",1,1,1,36,2,4.95,4.88,"f"
100,"Entire",1,1,1,24,2,5,4.98,"f"
76,"Entire",1,1,1,19,2,4.6,5,"f"
98,"Entire",1,2,1,50,4,4.64,4.94,"f"
95,"Entire",1,2,1,48,2,4.94,4.89,"t"
280,"Entire",2,2,2.5,33,5,5,5,"t"
92,"Shared",1,1,2,13,2,4.78,5,"f"
132,"Entire",1,1,1,36,3,4.87,4.89,"f"
175,"Entire",2,2,1,25,4,4.23,4.88,"f"
143,"Shared",1,1,1,12,2,4.92,4.96,"f"
260,"Entire",2,2,1,57,3,4.86,4.96,"t"
129,"Entire",2,2,1.5,49,4,4.93,4.96,"t"
300,"Entire",2,2,2,14,5,4.75,5,"f"
75,"Entire",1,1,1,61,2,4.96,4.8,"t"
163,"Shared",1,1,1.5,15,2,5,5,"f"
59,"Entire",1,1,1,29,2,4.74,4.73,"f"
75,"Entire",1,1,1,26,3,4.82,4.93,"f"
130,"Entire",3,3,1,57,4,4.73,4.95,"f"
331,"Entire",1,1,1,41,2,4.84,4.85,"f"
307,"Entire",2,2,1,44,4,4.81,4.96,"t"
95,"Entire",1,1,1,20,4,4.54,4.86,"f"
214,"Entire",1,1,1,22,2,4.75,5,"f"
250,"Entire",2,2,2,14,4,4.33,5,"f"
295,"Entire",4,5,2,14,6,4.88,4.88,"f"
110,"Entire",2,2,2,24,3,4.94,4.94,"f"
120,"Entire",1,3,1,28,4,4.97,4.97,"f"
100,"Entire",1,1,1,15,2,5,5,"f"
58,"Shared",1,1,1,14,2,4.92,5,"f"
118,"Entire",1,1,1,23,2,5,5,"f"
300,"Entire",1,1,1,13,2,5,5,"f"
129,"Entire",1,1,1,17,2,5,5,"f"
145,"Entire",1,2,1,31,4,5,5,"f"
230,"Entire",1,1,1,26,2,4.8,5,"f"
225,"Entire",3,5,2,57,8,4.95,5,"f"
133,"Entire",1,2,1,12,4,4.33,5,"f"
150,"Entire",2,1,1,16,1,4.79,4.95,"f"
489,"Entire",2,2,2,36,4,4.61,4.95,"f"
179,"Entire",2,2,2,24,6,5,5,"t"
245,"Entire",2,3,1.5,38,4,4.8,4.8,"f"
472,"Entire",4,5,2,61,6,4.69,4.88,"f"
45,"Shared",1,1,1,11,1,5,5,"t"
124,"Entire",1,1,1,29,3,4.84,4.93,"f"
39,"Shared",1,1,1,24,1,4.5,5,"f"
65,"Entire",1,1,1.5,24,2,4.77,4.97,"f"
25,"Shared",1,1,1,14,2,4.73,4.86,"f"
179,"Entire",1,2,1,32,4,4.57,4.97,"f"
155,"Entire",2,2,2,22,4,4.3,4.88,"f"
200,"Entire",2,2,2,19,4,4.94,4.89,"f"
140,"Entire",1,2,1,20,2,4.64,4.93,"f"
130,"Entire",1,2,1,40,3,4.92,4.97,"f"
134,"Entire",1,1,1,37,2,4.83,4.87,"f"
550,"Entire",3,4,1.5,69,5,4.89,5,"f"
69,"Entire",6,6,5,12,6,5,5,"f"
149,"Shared",1,1,1,28,1,4.62,4.88,"t"
60,"Shared",1,1,1,11,2,4,5,"f"
57,"Shared",1,1,1,12,1,4.98,4.96,"f"
216,"Entire",2,2,1,52,3,5,5,"f"
249,"Entire",3,3,1.5,61,5,4.67,4.75,"f"
75,"Shared",1,1,1,11,2,4.63,4.71,"f"
225,"Entire",3,3,2,8,4,5,5,"f"
130,"Entire",1,1,1,40,2,4.98,4.97,"t"
125,"Entire",1,1,1,20,2,4.8,4.92,"t"
100,"Entire",1,1,1,22,2,5,5,"f"
125,"Entire",2,1,1,26,2,4.89,4.89,"f"
62,"Shared",1,2,1.5,54,2,4.67,4.93,"t"
45,"Shared",1,1,1.5,24,1,5,5,"t"
100,"Entire",1,1,1,10,2,5,5,"f"
195,"Entire",1,4,1,63,4,4.94,4.86,"f"
124,"Entire",1,2,1,48,4,4.57,4.96,"f"
46,"Shared",1,1,1.5,17,2,4,5,"t"
45,"Shared",1,1,1,23,2,4.98,4.95,"f"
42,"Shared",1,1,1,38,2,4.24,4.81,"f"
325,"Entire",3,4,2,65,5,5,5,"t"
140,"Entire",2,2,1,8,4,3.33,4.5,"f"
135,"Entire",1,2,1,26,4,5,5,"f"
110,"Entire",1,1,1,14,2,4.89,4.78,"f"
399,"Entire",1,2,1,35,2,4.83,5,"f"
160,"Entire",2,2,2,19,2,4.75,5,"f"
536,"Entire",3,4,2.5,38,7,4.95,4.95,"f"
118,"Entire",1,1,1,10,2,4.03,4.95,"f"
267,"Entire",1,2,1,42,4,4.63,4.94,"t"
136,"Shared",1,1,1,8,1,5,5,"f"
170,"Entire",1,1,1,57,2,4.99,4.99,"t"
835,"Entire",1,1,2,22,1,4.33,5,"f"
78,"Shared",1,2,1,18,3,5,4.86,"f"
195,"Entire",2,2,2,17,2,4.92,5,"f"
65,"Shared",1,1,1,28,2,4.68,5,"f"
290,"Entire",1,1,1,12,3,3.86,4,"f"
50,"Shared",1,1,1,27,1,4.89,4.56,"t"
139,"Entire",1,1,1,28,2,5,5,"f"
87,"Entire",1,1,1,46,2,4.7,4.96,"t"
109,"Entire",1,1,1,25,2,4.75,4.88,"f"
138,"Entire",1,1,1,12,2,5,5,"f"
78,"Entire",1,1,1,29,2,4.9,5,"t"
65,"Shared",1,1,1,20,2,4.75,4.82,"t"
122,"Entire",2,2,1,10,4,4.75,5,"f"
339,"Entire",4,4,2.5,37,7,4.85,4.91,"f"
215,"Entire",1,2,1,21,4,4.89,5,"f"
122,"Entire",1,2,2,15,4,4.9,4.95,"f"
82,"Entire",1,1,1,41,2,4.85,5,"f"
86,"Entire",1,1,1,40,2,4.8,5,"t"
55,"Shared",1,1,1,33,2,4.8,4.98,"f"
499,"Entire",5,8,5.5,33,8,5,4.67,"f"
65,"Shared",1,1,1,27,2,4.85,4.77,"t"
100,"Entire",1,3,1,13,4,4.67,4.67,"f"
50,"Shared",1,1,1,15,2,4.82,4.86,"f"
157,"Entire",2,2,1,29,3,4.88,4.88,"t"
90,"Entire",1,1,1,12,2,5,5,"f"
157,"Entire",2,2,1,15,3,4.5,5,"f"
85,"Entire",1,1,1,20,2,4.81,4.92,"t"
275,"Entire",1,1,1.5,68,2,4.22,4.96,"t"
99,"Entire",1,1,1,19,2,4.86,4.86,"f"
125,"Entire",1,2,1,7,2,5,5,"f"
141,"Entire",1,1,1.5,13,4,3.67,5,"f"
155,"Entire",4,4,1.5,15,5,4.17,4.5,"f"
68,"Shared",1,1,1,39,1,4.99,4.97,"t"
199,"Entire",2,2,1,19,3,5,5,"f"
105,"Entire",1,4,1,70,6,4.9,4.93,"t"
120,"Entire",1,1,1,13,2,3,5,"f"
120,"Entire",2,2,1,27,4,4.29,4.78,"f"
142,"Entire",1,1,1,19,2,4.69,4.97,"f"
76,"Entire",1,2,1,48,3,4.83,4.95,"f"
154,"Entire",1,2,1,21,3,4.71,4.89,"f"
77,"Shared",1,1,1,7,1,3,5,"f"
306,"Entire",2,2,2,13,6,5,5,"f"
120,"Shared",1,1,1,20,2,4.72,4.95,"f"
249,"Entire",3,2,1.5,34,4,5,5,"f"
150,"Entire",2,2,2.5,10,2,5,5,"f"
559,"Entire",2,3,1.5,43,5,4.69,4.71,"f"
160,"Shared",1,1,1.5,21,2,5,4.98,"f"
268,"Entire",2,2,2,81,4,4.9,4.97,"t"
78,"Shared",1,2,1,18,3,4.69,4.92,"f"
88,"Shared",1,1,1,53,2,4.72,4.95,"t"
50,"Shared",1,2,1,23,1,4.82,4.94,"t"
45,"Shared",1,1,1,14,1,5,5,"f"
85,"Entire",1,1,1,23,2,4.62,4.87,"t"
50,"Shared",1,1,1,19,3,4.77,4.98,"f"
200,"Shared",1,1,1,57,2,4.89,4.98,"t"
175,"Entire",1,1,1,16,2,4.71,4.9,"f"
176,"Entire",5,6,2,25,10,4.91,5,"f"
214,"Entire",3,3,1,19,6,5,5,"f"
195,"Entire",3,3,3,16,5,5,5,"f"
199,"Entire",1,1,1,67,2,4.81,4.96,"f"
350,"Entire",2,2,1,19,4,4.89,5,"f"
68,"Entire",1,2,1,15,4,4.75,4.94,"f"
414,"Entire",2,3,1,39,5,5,4.93,"f"
70,"Shared",1,1,1,13,2,4.14,4.47,"f"
58,"Shared",1,1,1.5,44,1,4.8,5,"t"
44,"Shared",1,1,2.5,13,1,4,5,"f"
291,"Entire",3,3,1,57,5,4.96,4.96,"t"
249,"Entire",2,2,2,36,5,4.92,4.91,"f"
256,"Entire",1,2,1,39,3,4.87,4.93,"f"
70,"Shared",1,1,1,44,1,4.83,5,"f"
148,"Entire",2,2,1,12,4,4.54,4.69,"f"
79,"Entire",1,2,1,19,3,4.53,4.86,"f"
485,"Entire",4,4,3,14,7,4.86,5,"f"
60,"Shared",1,2,1,11,2,4,4,"f"
157,"Entire",1,1,1,51,2,4.93,4.97,"f"
193,"Entire",3,3,1,49,6,4.41,4.85,"f"
100,"Entire",1,1,1,35,3,4.86,4.89,"f"
91,"Entire",2,1,1,19,2,4.93,4.93,"f"
120,"Entire",2,2,1,31,4,4.69,4.84,"t"
70,"Shared",1,1,2,34,1,4.94,4.97,"t"
58,"Shared",1,1,1.5,46,1,4.9,5,"t"
36,"Shared",1,1,1.5,35,2,4.16,4.79,"t"
115,"Entire",1,1,1,19,2,5,5,"f"
328,"Entire",1,1,1,49,2,4.91,4.95,"f"
59,"Shared",1,1,1,20,1,4.11,4.56,"f"
213,"Entire",2,3,2,21,6,5,5,"f"
140,"Entire",2,2,1,20,6,4.39,4.48,"t"
301,"Entire",1,3,1,55,5,4.75,4.94,"t"
36,"Shared",1,1,1,35,2,4.5,4.97,"t"
38,"Shared",1,1,1,32,1,4.6,4.95,"t"
64,"Shared",1,1,1,43,2,4.45,4.72,"f"
200,"Entire",2,2,1,30,3,4.5,4.83,"f"
45,"Shared",1,1,1,32,1,4.5,5,"t"
37,"Shared",1,1,1.5,29,1,4.68,4.93,"t"
55,"Shared",1,1,2,12,2,4,4.67,"f"
200,"Entire",2,2,2.5,12,4,5,5,"f"
325,"Entire",3,3,1,58,5,4.95,4.94,"f"
60,"Shared",1,1,1.5,56,2,4.73,4.89,"t"
450,"Entire",2,3,1,15,4,4.5,5,"f"
192,"Shared",1,1,1,46,2,4.92,4.95,"f"
100,"Entire",1,2,1,11,2,5,5,"f"
110,"Entire",1,1,1,56,2,4.64,4.91,"f"
111,"Shared",1,1,2,16,1,4.8,4.8,"t"
99,"Entire",1,2,1,37,4,4.99,4.99,"f"
102,"Entire",1,2,1,41,3,4.8,4.99,"f"
127,"Entire",1,1,1,33,2,4.87,4.88,"f"
85,"Entire",1,1,1,22,2,4.83,4.83,"f"
189,"Entire",3,3,2.5,37,4,4.85,4.89,"f"
221,"Entire",1,2,1,16,2,3.33,3.33,"f"
110,"Shared",1,1,1.5,50,1,4.89,4.91,"t"
272,"Entire",1,1,1,32,2,4.64,4.97,"f"
77,"Entire",1,1,1,36,2,3.93,4.67,"f"
160,"Entire",2,2,1,20,2,4.11,4.78,"t"
63,"Shared",1,1,1,20,1,4.71,5,"f"
88,"Shared",1,1,1,48,1,4.48,4.88,"f"
78,"Shared",1,2,1,29,4,4.57,4.29,"f"
325,"Entire",3,5,1,41,8,4.1,4.4,"f"
38,"Shared",1,1,1.5,27,1,4.17,5,"t"
249,"Entire",1,1,1,30,2,4.97,5,"t"
30,"Shared",1,1,1.5,27,1,4.1,4.9,"t"
175,"Entire",1,1,1,23,2,4.48,4.86,"f"
130,"Entire",1,2,1,17,4,5,5,"f"
107,"Entire",1,1,1,9,2,4,5,"f"
600,"Entire",2,2,1,9,4,5,5,"f"
145,"Entire",1,1,1,16,2,4.2,4.8,"f"
135,"Entire",1,1,1,14,2,5,5,"f"
100,"Shared",1,1,1,24,1,4.99,5,"t"
300,"Entire",1,3,1,31,5,4.93,4.93,"t"
99,"Shared",1,1,1,16,2,4.25,4.88,"f"
99,"Entire",1,1,1,47,2,4.96,5,"f"
332,"Entire",1,2,1,64,4,4.84,4.95,"t"
375,"Entire",3,3,1.5,63,5,4.97,5,"t"
73,"Entire",1,1,1,18,2,4.68,4.92,"f"
450,"Entire",2,2,2,51,4,4.93,4.92,"t"
80,"Entire",1,1,1,32,4,4.98,5,"f"
159,"Entire",1,1,1,15,3,4.67,4.67,"f"
83,"Entire",1,2,1,17,4,4.69,5,"f"
171,"Entire",1,1,1,32,3,5,3,"t"
110,"Entire",3,3,1,12,1,5,5,"f"
90,"Entire",1,1,1,15,2,4.7,4.9,"f"
155,"Entire",3,3,1,9,6,5,4,"f"
99,"Entire",1,2,1,40,4,4.9,4.97,"t"
55,"Shared",1,1,1,24,1,5,4.78,"f"
120,"Entire",1,1,1,34,3,4.91,4.95,"t"
311,"Entire",1,1,1,35,2,4.99,4.96,"f"
46,"Shared",1,1,1,7,2,4.75,5,"f"
121,"Entire",3,3,1,28,5,4.25,4.81,"f"
130,"Entire",1,3,1,60,7,4.98,4.96,"f"
140,"Entire",1,1,1,29,2,5,5,"f"
100,"Entire",1,2,1,22,4,5,5,"f"
148,"Entire",1,1,1,33,2,4.96,4.97,"f"
119,"Shared",1,1,1,41,3,4.73,4.85,"f"
75,"Entire",1,1,1,16,2,4.85,4.96,"f"
56,"Shared",1,1,2,58,2,4.8,4.84,"t"
100,"Entire",1,1,1,13,2,4.51,4.66,"f"
120,"Entire",1,1,1,48,2,5,5,"t"
80,"Entire",1,1,1,18,2,4.98,5,"f"
199,"Entire",1,1,1,44,4,5,4.94,"t"
60,"Entire",1,1,1,34,2,4.93,4.92,"f"
140,"Entire",2,4,1,17,6,4.9,4.94,"f"
95,"Shared",1,1,1,30,1,4.94,4.88,"f"
95,"Entire",2,3,1,7,4,5,5,"f"
48,"Shared",1,2,1,7,2,4.17,4.5,"f"
165,"Shared",1,1,1,9,2,4.67,4.71,"f"
266,"Shared",1,2,1,7,4,4.17,4.17,"f"
211,"Entire",1,1,1,31,2,5,4.95,"f"
90,"Entire",1,2,2.5,10,4,5,5,"f"
75,"Entire",1,1,1,18,2,5,5,"f"
156,"Entire",1,2,1,40,4,4.84,4.99,"t"
145,"Entire",1,1,1,26,2,4.86,4.86,"t"
100,"Entire",1,1,1.5,27,2,4.85,4.92,"f"
200,"Entire",1,1,1,30,2,5,5,"f"
134,"Entire",1,1,1,45,2,5,5,"t"
65,"Entire",1,2,1,18,3,4.73,4.64,"f"
150,"Entire",1,1,1,12,2,5,5,"f"
626,"Entire",2,2,2,59,6,4.77,5,"f"
264,"Entire",1,1,1,15,2,4.38,4.54,"f"
125,"Shared",1,1,1,49,1,4.96,4.98,"f"
129,"Entire",1,1,1,48,2,4.88,4.63,"t"
180,"Entire",1,1,1,14,2,5,5,"f"
168,"Entire",2,1,1,67,4,5,5,"f"
120,"Entire",1,2,1,56,2,4.99,4.99,"t"
150,"Entire",2,2,2,19,3,5,5,"f"
79,"Entire",1,1,1,16,3,5,5,"f"
44,"Shared",1,1,1,10,1,4,5,"f"
220,"Entire",1,1,1,18,2,5,5,"f"
139,"Entire",1,2,1,32,3,4.79,4.86,"f"
150,"Entire",2,2,2,11,4,4,4,"f"
